date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:49:52	30044/30044	---M-Z	200	added ('OK')	application/javascript	etag:W/%22677f5a79-755c%22	http://wcs.naver.net/wcslog.js	D:/Website%20Work/test2/wcs.naver.net/wcslog.js	(from https://www.themulia.com/)
01:49:52	18454/18454	---M-Z	200	added ('OK')	text/css	etag:W/%224816-00NTceTFOXSCfuleSHYg+tVGAkA%22	https://cdn.jsdelivr.net/npm/swiper@11/swiper-bundle.min.css	D:/Website%20Work/test2/cdn.jsdelivr.net/npm/swiper@11/swiper-bundle.min.css	(from https://www.themulia.com/)
01:49:53	51465/51465	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c909-Mv32cwvjRTjgk3jsbMVSKdmnAVE%22	https://cdn.jsdelivr.net/momentjs/latest/moment.min.js	D:/Website%20Work/test2/cdn.jsdelivr.net/momentjs/latest/moment.min.js	(from https://www.themulia.com/)
01:49:53	32914/32914	---M-Z	200	added ('OK')	application/javascript	etag:W/%228092-OQOEA+jOGlIGqjAWpMSx6nBdSl4%22	https://cdn.jsdelivr.net/npm/daterangepicker/daterangepicker.min.js	D:/Website%20Work/test2/cdn.jsdelivr.net/npm/daterangepicker/daterangepicker.min.js	(from https://www.themulia.com/)
01:49:54	8069/8069	---M-Z	200	added ('OK')	text/css	etag:W/%221f85-jqRIojRLzDZKkujJKC/BWFh0US4%22	https://cdn.jsdelivr.net/npm/daterangepicker/daterangepicker.css	D:/Website%20Work/test2/cdn.jsdelivr.net/npm/daterangepicker/daterangepicker.css	(from https://www.themulia.com/)
01:49:54	70851/70851	---M-Z	200	added ('OK')	application/javascript	etag:%225ecc8659-114c3%22	https://cdnjs.cloudflare.com/ajax/libs/select2/4.0.13/js/select2.min.js	D:/Website%20Work/test2/cdnjs.cloudflare.com/ajax/libs/select2/4.0.13/js/select2.min.js	(from https://www.themulia.com/)
01:49:55	14966/14966	---M-Z	200	added ('OK')	text/css	etag:%225ecc8659-3a76%22	https://cdnjs.cloudflare.com/ajax/libs/select2/4.0.13/css/select2.min.css	D:/Website%20Work/test2/cdnjs.cloudflare.com/ajax/libs/select2/4.0.13/css/select2.min.css	(from https://www.themulia.com/)
01:49:55	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Apr%202026%2019:49:49%20GMT	https://www.themulia.com/mulia-privilege	D:/Website%20Work/test2/www.themulia.com/mulia-privilege.17.delayed	(from https://www.themulia.com/)
01:49:56	175248/175248	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Apr%202026%2003:55:12%20GMT	https://www.themulia.com/mulia-gift	D:/Website%20Work/test2/www.themulia.com/mulia-gift.html	(from https://www.themulia.com/)
01:49:56	245542/245542	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2016:05:48%20GMT	https://www.themulia.com/mulia-blog	D:/Website%20Work/test2/www.themulia.com/mulia-blog.html	(from https://www.themulia.com/)
01:49:56	238951/238951	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Apr%202026%2017:11:06%20GMT	https://www.themulia.com/bali/weddings	D:/Website%20Work/test2/www.themulia.com/bali/weddings.html	(from https://www.themulia.com/)
01:49:57	212851/212851	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Apr%202026%2003:33:46%20GMT	https://www.themulia.com/bali/meetings	D:/Website%20Work/test2/www.themulia.com/bali/meetings.html	(from https://www.themulia.com/)
01:50:00	175558/175558	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2019:49:54%20GMT	https://www.themulia.com/?r=0	D:/Website%20Work/test2/www.themulia.com/index2c3d.html	(from https://www.themulia.com/)
01:50:02	276537/276537	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2019:49:56%20GMT	https://www.themulia.com/bali/offers	D:/Website%20Work/test2/www.themulia.com/bali/offers.html	(from https://www.themulia.com/)
01:50:03	188273/188273	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2016:05:14%20GMT	https://www.themulia.com/jakarta/weddings	D:/Website%20Work/test2/www.themulia.com/jakarta/weddings.html	(from https://www.themulia.com/)
01:50:03	181677/181677	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2016:04:22%20GMT	https://www.themulia.com/jakarta/meetings	D:/Website%20Work/test2/www.themulia.com/jakarta/meetings.html	(from https://www.themulia.com/)
01:50:03	280203/280203	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2016:04:50%20GMT	https://www.themulia.com/jakarta/offers	D:/Website%20Work/test2/www.themulia.com/jakarta/offers.html	(from https://www.themulia.com/)
01:50:04	203825/203825	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Apr%202026%2003:56:27%20GMT	https://www.themulia.com/bali	D:/Website%20Work/test2/www.themulia.com/bali.html	(from https://www.themulia.com/)
01:50:04	245359/245359	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Apr%202026%2016:53:07%20GMT	https://www.themulia.com/bali/themulia	D:/Website%20Work/test2/www.themulia.com/bali/themulia.html	(from https://www.themulia.com/)
01:50:04	251611/251611	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2016:05:10%20GMT	https://www.themulia.com/bali/mulia-resort	D:/Website%20Work/test2/www.themulia.com/bali/mulia-resort.html	(from https://www.themulia.com/)
01:50:04	244461/244461	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2016:00:14%20GMT	https://www.themulia.com/bali/mulia-villas	D:/Website%20Work/test2/www.themulia.com/bali/mulia-villas.html	(from https://www.themulia.com/)
01:50:04	185467/185467	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Apr%202026%2003:39:56%20GMT	https://www.themulia.com/bali/experiences/family	D:/Website%20Work/test2/www.themulia.com/bali/experiences/family.html	(from https://www.themulia.com/)
01:50:05	172487/172487	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Apr%202026%2005:05:11%20GMT	https://www.themulia.com/bali/experiences/romance-in-bali	D:/Website%20Work/test2/www.themulia.com/bali/experiences/romance-in-bali.html	(from https://www.themulia.com/)
01:50:05	186619/186619	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Apr%202026%2003:43:45%20GMT	https://www.themulia.com/bali/experiences/mulia-spa	D:/Website%20Work/test2/www.themulia.com/bali/experiences/mulia-spa.html	(from https://www.themulia.com/)
01:50:05	168463/168463	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2016:36:56%20GMT	https://www.themulia.com/bali/experiences/facilities	D:/Website%20Work/test2/www.themulia.com/bali/experiences/facilities.html	(from https://www.themulia.com/)
01:50:06	193031/193031	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Apr%202026%2004:14:32%20GMT	https://www.themulia.com/bali/experiences/bali-destination-guides	D:/Website%20Work/test2/www.themulia.com/bali/experiences/bali-destination-guides.html	(from https://www.themulia.com/)
01:50:06	185274/185274	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2016:02:04%20GMT	https://www.themulia.com/jakarta	D:/Website%20Work/test2/www.themulia.com/jakarta.html	(from https://www.themulia.com/)
01:50:06	259562/259562	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2016:03:09%20GMT	https://www.themulia.com/jakarta/hotel-mulia	D:/Website%20Work/test2/www.themulia.com/jakarta/hotel-mulia.html	(from https://www.themulia.com/)
01:50:07	261736/261736	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2016:05:03%20GMT	https://www.themulia.com/jakarta/the-suites	D:/Website%20Work/test2/www.themulia.com/jakarta/the-suites.html	(from https://www.themulia.com/)
01:50:07	154242/154242	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2016:02:34%20GMT	https://www.themulia.com/jakarta/experiences/activities	D:/Website%20Work/test2/www.themulia.com/jakarta/experiences/activities.html	(from https://www.themulia.com/)
01:50:07	150351/150351	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Apr%202026%2009:47:03%20GMT	https://www.themulia.com/jakarta/experiences/spa-wellbeing	D:/Website%20Work/test2/www.themulia.com/jakarta/experiences/spa-wellbeing.html	(from https://www.themulia.com/)
01:50:07	144960/144960	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Apr%202026%2005:50:02%20GMT	https://www.themulia.com/jakarta/experiences/facilities	D:/Website%20Work/test2/www.themulia.com/jakarta/experiences/facilities.html	(from https://www.themulia.com/)
01:50:08	174923/174923	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2017:19:17%20GMT	https://www.themulia.com/bali/bali-outlets/the-cafe	D:/Website%20Work/test2/www.themulia.com/bali/bali-outlets/the-cafe.html	(from https://www.themulia.com/)
01:50:08	171052/171052	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Apr%202026%2017:12:14%20GMT	https://www.themulia.com/bali/bali-outlets/soleil	D:/Website%20Work/test2/www.themulia.com/bali/bali-outlets/soleil.html	(from https://www.themulia.com/)
01:50:08	170951/170951	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2018:44:41%20GMT	https://www.themulia.com/bali/bali-outlets/table8	D:/Website%20Work/test2/www.themulia.com/bali/bali-outlets/table8.html	(from https://www.themulia.com/)
01:50:09	167347/167347	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2017:14:25%20GMT	https://www.themulia.com/bali/bali-outlets/edogin	D:/Website%20Work/test2/www.themulia.com/bali/bali-outlets/edogin.html	(from https://www.themulia.com/)
01:50:10	170333/170333	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2018:49:05%20GMT	https://www.themulia.com/bali/bali-outlets/cannele	D:/Website%20Work/test2/www.themulia.com/bali/bali-outlets/cannele.html	(from https://www.themulia.com/)
01:50:10	173734/173734	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2017:54:32%20GMT	https://www.themulia.com/bali/bali-outlets/cascade-lounge	D:/Website%20Work/test2/www.themulia.com/bali/bali-outlets/cascade-lounge.html	(from https://www.themulia.com/)
01:50:11	173354/173354	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2018:49:31%20GMT	https://www.themulia.com/bali/bali-outlets/the-bar	D:/Website%20Work/test2/www.themulia.com/bali/bali-outlets/the-bar.html	(from https://www.themulia.com/)
01:50:11	169557/169557	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2018:49:20%20GMT	https://www.themulia.com/bali/bali-outlets/sky-bar	D:/Website%20Work/test2/www.themulia.com/bali/bali-outlets/sky-bar.html	(from https://www.themulia.com/)
01:50:12	148933/148933	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2016:03:34%20GMT	https://www.themulia.com/jakarta/jakarta-outlets/bleu8	D:/Website%20Work/test2/www.themulia.com/jakarta/jakarta-outlets/bleu8.html	(from https://www.themulia.com/)
01:50:12	166672/166672	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2017:45:29%20GMT	https://www.themulia.com/jakarta/jakarta-outlets/orient8	D:/Website%20Work/test2/www.themulia.com/jakarta/jakarta-outlets/orient8.html	(from https://www.themulia.com/)
01:50:12	170935/170935	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2016:04:15%20GMT	https://www.themulia.com/jakarta/jakarta-outlets/table8	D:/Website%20Work/test2/www.themulia.com/jakarta/jakarta-outlets/table8.html	(from https://www.themulia.com/)
01:50:13	169269/169269	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Apr%202026%2017:10:53%20GMT	https://www.themulia.com/jakarta/jakarta-outlets/edogin	D:/Website%20Work/test2/www.themulia.com/jakarta/jakarta-outlets/edogin.html	(from https://www.themulia.com/)
01:50:13	166013/166013	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Apr%202026%2017:12:11%20GMT	https://www.themulia.com/jakarta/jakarta-outlets/il-mare	D:/Website%20Work/test2/www.themulia.com/jakarta/jakarta-outlets/il-mare.html	(from https://www.themulia.com/)
01:50:14	168454/168454	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2017:23:47%20GMT	https://www.themulia.com/jakarta/jakarta-outlets/the-cafe	D:/Website%20Work/test2/www.themulia.com/jakarta/jakarta-outlets/the-cafe.html	(from https://www.themulia.com/)
01:50:14	162195/162195	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2016:04:03%20GMT	https://www.themulia.com/jakarta/jakarta-outlets/cjs-bar	D:/Website%20Work/test2/www.themulia.com/jakarta/jakarta-outlets/cjs-bar.html	(from https://www.themulia.com/)
01:50:14	159554/159554	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2016:03:50%20GMT	https://www.themulia.com/jakarta/jakarta-outlets/cascade-lounge	D:/Website%20Work/test2/www.themulia.com/jakarta/jakarta-outlets/cascade-lounge.html	(from https://www.themulia.com/)
01:50:14	156781/156781	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Apr%202026%2017:11:45%20GMT	https://www.themulia.com/jakarta/jakarta-outlets/cake-shop-the-chocolate-boutique	D:/Website%20Work/test2/www.themulia.com/jakarta/jakarta-outlets/cake-shop-the-chocolate-boutique.html	(from https://www.themulia.com/)
01:50:15	348517/348517	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Apr%202026%2017:11:52%20GMT	https://www.themulia.com/bali/dining	D:/Website%20Work/test2/www.themulia.com/bali/dining.html	(from https://www.themulia.com/)
01:50:16	164/164	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2005%20Apr%202026%2019:50:09%20GMT	http://contact-api.inguest.com/bundles/revinatecontactapi/js/revinate-form.js?v=1	D:/Website%20Work/test2/contact-api.inguest.com/bundles/revinatecontactapi/js/revinate-form.423860.delayed	(from https://www.themulia.com/)
01:50:17	366805/366805	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Apr%202026%2017:11:03%20GMT	https://www.themulia.com/jakarta/dining	D:/Website%20Work/test2/www.themulia.com/jakarta/dining.html	(from https://www.themulia.com/)
01:50:18	4851/4851	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2005%20Apr%202026%2019:50:12%20GMT	https://contact-api.inguest.com/bundles/revinatecontactapi/js/revinate-form.js?v=1	D:/Website%20Work/test2/contact-api.inguest.com/bundles/revinatecontactapi/js/revinate-form3860.js	(from https://www.themulia.com/)
01:50:19	923411/923411	---M--	200	added ('OK')	image/jpeg	etag:%229b68e9e93428f1a60a7ca8934a04307d%22	https://cdn.prod.website-files.com/6624ff6a5db57a668993dd4c/6635afd684bbaac52e23a879_0c600e4810655f36daba025cce055265.jpg	D:/Website%20Work/test2/cdn.prod.website-files.com/6624ff6a5db57a668993dd4c/6635afd684bbaac52e23a879_0c600e4810655f36daba025cce055265.jpg	(from https://www.themulia.com/)
01:50:22	0/-1	---M--	301	error ('')			https://www.themulia.com/mulia-privilege	D:/Website%20Work/test2/www.themulia.com/mulia-privilege.46.delayed	(from https://www.themulia.com/)
01:50:22	40153/40153	---M--	200	added ('OK')	image/jpeg	etag:%2296cc7e0a1a9c6d5dc7b70569d75ac087%22	https://cdn.prod.website-files.com/6624ff6a5db57a668993dd4c/6635f5650a9e53a3c321d6ec_qrcode-wechat-bali.jpg	D:/Website%20Work/test2/cdn.prod.website-files.com/6624ff6a5db57a668993dd4c/6635f5650a9e53a3c321d6ec_qrcode-wechat-bali.jpg	(from https://www.themulia.com/)
01:50:23	146872/146872	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Apr%202026%2006:52:37%20GMT	https://www.themulia.com/careers	D:/Website%20Work/test2/www.themulia.com/careers.html	(from https://www.themulia.com/)
01:50:23	156190/156190	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Apr%202026%2005:16:02%20GMT	https://www.themulia.com/gds	D:/Website%20Work/test2/www.themulia.com/gds.html	(from https://www.themulia.com/)
01:50:23	169339/169339	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Apr%202026%2004:14:09%20GMT	https://www.themulia.com/contact-us	D:/Website%20Work/test2/www.themulia.com/contact-us.html	(from https://www.themulia.com/)
01:50:24	185711/185711	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Apr%202026%2003:33:19%20GMT	https://www.themulia.com/awards	D:/Website%20Work/test2/www.themulia.com/awards.html	(from https://www.themulia.com/)
01:50:24	160427/160427	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Apr%202026%2003:55:30%20GMT	https://www.themulia.com/general-policy	D:/Website%20Work/test2/www.themulia.com/general-policy.html	(from https://www.themulia.com/)
01:50:24	162984/162984	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Apr%202026%2004:14:22%20GMT	https://www.themulia.com/privacy-policy	D:/Website%20Work/test2/www.themulia.com/privacy-policy.html	(from https://www.themulia.com/)
01:50:24	156141/156141	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Apr%202026%2004:14:16%20GMT	https://www.themulia.com/terms-conditions	D:/Website%20Work/test2/www.themulia.com/terms-conditions.html	(from https://www.themulia.com/)
01:50:24	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=6624ff6a5db57a668993dd4c	D:/Website%20Work/test2/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c80a45.js	(from https://www.themulia.com/)
01:50:25	41429/41429	---MCZ	200	added ('OK')	text/javascript	etag:W/%226d1d67fe2715f25c2fd98a9011d8ea67%22	https://cdn.prod.website-files.com/6624ff6a5db57a668993dd4c/js/webflow.schunk.36b8fb49256177c8.js	D:/Website%20Work/test2/cdn.prod.website-files.com/6624ff6a5db57a668993dd4c/js/webflow.schunk.36b8fb49256177c8.js	(from https://www.themulia.com/)
01:50:25	470078/470078	---MCZ	200	added ('OK')	text/javascript	etag:W/%22a0bcd5b274d9144f7e22d77e0f77e49b%22	https://cdn.prod.website-files.com/6624ff6a5db57a668993dd4c/js/webflow.bf535144.3f87a5c7cf8be43a.js	D:/Website%20Work/test2/cdn.prod.website-files.com/6624ff6a5db57a668993dd4c/js/webflow.bf535144.3f87a5c7cf8be43a.js	(from https://www.themulia.com/)
01:50:25	12197/12197	---M-Z	200	added ('OK')	application/javascript	etag:W/%222fa5-rq16ZpwxOw4PWz0ihdzs9bRalJs%22	https://cdn.jsdelivr.net/gh/studio-freight/lenis@1.0.23/bundled/lenis.min.js	D:/Website%20Work/test2/cdn.jsdelivr.net/gh/studio-freight/lenis@1.0.23/bundled/lenis.min.js	(from https://www.themulia.com/)
01:50:26	65/65	---M--	307	error ('Temporary%20Redirect')	text/plain	date:Sun,%2005%20Apr%202026%2019:50:20%20GMT	https://onboard.triptease.io/bootstrap.js?integrationId=01HA9DHMY99BDD6T5DK8A5DGP1	D:/Website%20Work/test2/onboard.triptease.io/bootstrap.52b871.delayed	(from https://www.themulia.com/)
01:50:26	147672/147672	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d8780e7eb3a315bb318bd73934c52374%22	https://onboard.triptease.io/bootstrap/v10714.169402/bootstrap.js	D:/Website%20Work/test2/onboard.triptease.io/bootstrap/v10714.169402/bootstrap.js	(from https://www.themulia.com/)
01:50:27	154597/154597	---M-Z	200	added ('OK')	application/javascript	etag:W/%2225be5-n7vuhWVYfwo6iXqEBF16IW76OmQ%22	https://cdn.jsdelivr.net/npm/swiper@11/swiper-bundle.min.js	D:/Website%20Work/test2/cdn.jsdelivr.net/npm/swiper@11/swiper-bundle.min.js	(from https://www.themulia.com/)
01:50:28	123921/123921	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22356bd3d341cdc0842b26a690a36bc308%22	https://www.themulia.com/jp/mulia-privilege	D:/Website%20Work/test2/www.themulia.com/jp/mulia-privilege	(from https://www.themulia.com/jp)
01:50:28	177379/177379	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Apr%202026%2017:35:56%20GMT	https://www.themulia.com/jp/mulia-gift	D:/Website%20Work/test2/www.themulia.com/jp/mulia-gift.html	(from https://www.themulia.com/jp)
01:50:28	243407/243407	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2018:54:49%20GMT	https://www.themulia.com/jp/mulia-blog	D:/Website%20Work/test2/www.themulia.com/jp/mulia-blog.html	(from https://www.themulia.com/jp)
01:50:29	240481/240481	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2018:54:26%20GMT	https://www.themulia.com/jp/bali/weddings	D:/Website%20Work/test2/www.themulia.com/jp/bali/weddings.html	(from https://www.themulia.com/jp)
01:50:29	213838/213838	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Apr%202026%2004:25:48%20GMT	https://www.themulia.com/jp/bali/meetings	D:/Website%20Work/test2/www.themulia.com/jp/bali/meetings.html	(from https://www.themulia.com/jp)
01:50:30	268248/268248	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2018:55:31%20GMT	https://www.themulia.com/jp/bali/offers	D:/Website%20Work/test2/www.themulia.com/jp/bali/offers.html	(from https://www.themulia.com/jp)
01:50:30	190894/190894	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Apr%202026%2017:16:50%20GMT	https://www.themulia.com/jp/jakarta/weddings	D:/Website%20Work/test2/www.themulia.com/jp/jakarta/weddings.html	(from https://www.themulia.com/jp)
01:50:31	183872/183872	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2018:54:24%20GMT	https://www.themulia.com/jp/jakarta/meetings	D:/Website%20Work/test2/www.themulia.com/jp/jakarta/meetings.html	(from https://www.themulia.com/jp)
01:50:31	251180/251180	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Apr%202026%2018:55:26%20GMT	https://www.themulia.com/jp/jakarta/offers	D:/Website%20Work/test2/www.themulia.com/jp/jakarta/offers.html	(from https://www.themulia.com/jp)
01:50:32	205903/205903	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Apr%202026%2004:06:33%20GMT	https://www.themulia.com/jp/bali	D:/Website%20Work/test2/www.themulia.com/jp/bali.html	(from https://www.themulia.com/jp)
